annotations_with_contradiction,average_time_pair,contradiction_annotation_ratio,contradiction_poss_contradiction_ratio,n_annotations,n_contradictions,n_possible_contradictions,n_workers,n_workers_contradicting,pair,ratio_workers_contradicting,workers_contradicting,workers_not_contradicting
,93.39803,0.0,0.0,100,0,120,10,0,square-bathroom,0.0,,56ae9348322d76000c990b51 5bb202b18aba5700017f36f6 5c41f300b96aae0001e75848 5c547ab2fd88bb0001868aec 5cae54fbe5b99b0015a57a33 5d228245d741d4001aa43eef 5d6c847ba90a23001c46f8b2 5e71e26df2bff10008cc9797 5e8dba5709881f03f8d59c28 5ea7e1911595cc000972e78c
,111.57864000000002,0.0,0.0,100,0,120,10,0,wheels-taxicab,0.0,,5d2e5d1c649703001a9c920d 5d50fbe64e3713001a005a19 5ddc622ced7ea4bb98035efe 5de90af803356502f3be9818 5e39e5d2c8aeb02094ceeefd 5e83b90c6ed65a0e95816252 5ea1ab6697b8d6074542f4a3 5ea6d2afae702d06452f2ea5 5ea858b22dc090093dfb8c74 5ea931b9af55e2000cf0bbcc
,111.57864000000002,0.0,0.0,100,0,120,10,0,made_of_wood-gunwale,0.0,,5d2e5d1c649703001a9c920d 5d50fbe64e3713001a005a19 5ddc622ced7ea4bb98035efe 5de90af803356502f3be9818 5e39e5d2c8aeb02094ceeefd 5e83b90c6ed65a0e95816252 5ea1ab6697b8d6074542f4a3 5ea6d2afae702d06452f2ea5 5ea858b22dc090093dfb8c74 5ea931b9af55e2000cf0bbcc
,85.81875000000001,0.0,0.0,100,0,120,10,0,hot-pasta,0.0,,5ab6ca37f5918d00012ead81 5b7182ec8050b700017937f6 5c8d061ec28618001584dea7 5c9a7515513a8e0015acaea5 5cc22e285c0b6a0001015c5d 5e3c0074858d9d000b362127 5e4c5ec3c1ea7008ef63f180 5e9acd8b84cdf4156368d73f 5ea847efe83cc8252982feb4 5d7e631eeb65e6001af00823
,83.53972999999999,0.0,0.0,100,0,120,10,0,dangerous-plane,0.0,,55b24072fdf99b2462d7d259 55e7117841988f000d75ce09 56e99d054111eb000c77885b 59007be801efbd0001856baf 59a42dd68d2b1600011b407d 5aae762bc4e8f200014b3f88 5aae93f5fb22320001baaaac 5b872639a89e62000113cbb6 5c3fb75eca00d30001c5187d 5e23cce1233c6c674df6fb07
,60.66196,0.0,0.0,100,0,120,10,0,sweet-rye,0.0,,55e1eab7ac274f0012e95aba 5bb202b18aba5700017f36f6 5c670389f5ac570001b3854f 5cf62cccc39158001940031f 5d228245d741d4001aa43eef 5d6c847ba90a23001c46f8b2 5da4a23630871900154e0d5c 5e3b3b935da22c09084bbc02 5e71e26df2bff10008cc9797 5ea7e1911595cc000972e78c
,60.66196,0.0,0.0,100,0,120,10,0,square-phone,0.0,,55e1eab7ac274f0012e95aba 5bb202b18aba5700017f36f6 5c670389f5ac570001b3854f 5cf62cccc39158001940031f 5d228245d741d4001aa43eef 5d6c847ba90a23001c46f8b2 5da4a23630871900154e0d5c 5e3b3b935da22c09084bbc02 5e71e26df2bff10008cc9797 5ea7e1911595cc000972e78c
,151.65489999999997,0.0,0.0,40,0,0,10,0,yellow-cloak,0.0,,55e1eab7ac274f0012e95aba 5bb202b18aba5700017f36f6 5c670389f5ac570001b3854f 5cf62cccc39158001940031f 5d228245d741d4001aa43eef 5d6c847ba90a23001c46f8b2 5da4a23630871900154e0d5c 5e3b3b935da22c09084bbc02 5e71e26df2bff10008cc9797 5ea7e1911595cc000972e78c
,60.66196,0.0,0.0,100,0,120,10,0,black-rhagoletis,0.0,,55e1eab7ac274f0012e95aba 5bb202b18aba5700017f36f6 5c670389f5ac570001b3854f 5cf62cccc39158001940031f 5d228245d741d4001aa43eef 5d6c847ba90a23001c46f8b2 5da4a23630871900154e0d5c 5e3b3b935da22c09084bbc02 5e71e26df2bff10008cc9797 5ea7e1911595cc000972e78c
,60.66196,0.0,0.0,100,0,150,10,0,fly-submarine,0.0,,55e1eab7ac274f0012e95aba 5bb202b18aba5700017f36f6 5c670389f5ac570001b3854f 5cf62cccc39158001940031f 5d228245d741d4001aa43eef 5d6c847ba90a23001c46f8b2 5da4a23630871900154e0d5c 5e3b3b935da22c09084bbc02 5e71e26df2bff10008cc9797 5ea7e1911595cc000972e78c
,83.53972999999999,0.0,0.0,100,0,120,10,0,dangerous-bar,0.0,,55b24072fdf99b2462d7d259 55e7117841988f000d75ce09 56e99d054111eb000c77885b 59007be801efbd0001856baf 59a42dd68d2b1600011b407d 5aae762bc4e8f200014b3f88 5aae93f5fb22320001baaaac 5b872639a89e62000113cbb6 5c3fb75eca00d30001c5187d 5e23cce1233c6c674df6fb07
,83.53972999999999,0.0,0.0,100,0,120,10,0,wheels-stage,0.0,,55b24072fdf99b2462d7d259 55e7117841988f000d75ce09 56e99d054111eb000c77885b 59007be801efbd0001856baf 59a42dd68d2b1600011b407d 5aae762bc4e8f200014b3f88 5aae93f5fb22320001baaaac 5b872639a89e62000113cbb6 5c3fb75eca00d30001c5187d 5e23cce1233c6c674df6fb07
,83.53972999999999,0.0,0.0,100,0,120,10,0,wheels-rig,0.0,,55b24072fdf99b2462d7d259 55e7117841988f000d75ce09 56e99d054111eb000c77885b 59007be801efbd0001856baf 59a42dd68d2b1600011b407d 5aae762bc4e8f200014b3f88 5aae93f5fb22320001baaaac 5b872639a89e62000113cbb6 5c3fb75eca00d30001c5187d 5e23cce1233c6c674df6fb07
,83.53972999999999,0.0,0.0,100,0,120,10,0,dangerous-opener,0.0,,55b24072fdf99b2462d7d259 55e7117841988f000d75ce09 56e99d054111eb000c77885b 59007be801efbd0001856baf 59a42dd68d2b1600011b407d 5aae762bc4e8f200014b3f88 5aae93f5fb22320001baaaac 5b872639a89e62000113cbb6 5c3fb75eca00d30001c5187d 5e23cce1233c6c674df6fb07
,83.53972999999999,0.0,0.0,100,0,120,10,0,wheels-railcar,0.0,,55b24072fdf99b2462d7d259 55e7117841988f000d75ce09 56e99d054111eb000c77885b 59007be801efbd0001856baf 59a42dd68d2b1600011b407d 5aae762bc4e8f200014b3f88 5aae93f5fb22320001baaaac 5b872639a89e62000113cbb6 5c3fb75eca00d30001c5187d 5e23cce1233c6c674df6fb07
,111.57864000000002,0.0,0.0,100,0,120,10,0,dangerous-conspirator,0.0,,5d2e5d1c649703001a9c920d 5d50fbe64e3713001a005a19 5ddc622ced7ea4bb98035efe 5de90af803356502f3be9818 5e39e5d2c8aeb02094ceeefd 5e83b90c6ed65a0e95816252 5ea1ab6697b8d6074542f4a3 5ea6d2afae702d06452f2ea5 5ea858b22dc090093dfb8c74 5ea931b9af55e2000cf0bbcc
,83.53972999999999,0.0,0.0,100,0,120,10,0,dangerous-unction,0.0,,55b24072fdf99b2462d7d259 55e7117841988f000d75ce09 56e99d054111eb000c77885b 59007be801efbd0001856baf 59a42dd68d2b1600011b407d 5aae762bc4e8f200014b3f88 5aae93f5fb22320001baaaac 5b872639a89e62000113cbb6 5c3fb75eca00d30001c5187d 5e23cce1233c6c674df6fb07
,93.71455,0.0,0.0,100,0,120,10,0,square-dining,0.0,,5ac8a74fe1099600016aaaf2 5bdc45e99ab26e0001a473fe 5c19f2319bce3100018a67ba 5c72a71f595f3f00015b5849 5cbf3b3330b52100182bbf89 5ce2cde71d1060001a811155 5dc6d78cac77c74d18692044 5e1103e212e922000bc4bdf9 5e94fa6625f03e0bd5d1b12c 5e9713200afe041a361c8b80
,93.71455,0.0,0.0,100,0,150,10,0,lay_eggs-howler,0.0,,5ac8a74fe1099600016aaaf2 5bdc45e99ab26e0001a473fe 5c19f2319bce3100018a67ba 5c72a71f595f3f00015b5849 5cbf3b3330b52100182bbf89 5ce2cde71d1060001a811155 5dc6d78cac77c74d18692044 5e1103e212e922000bc4bdf9 5e94fa6625f03e0bd5d1b12c 5e9713200afe041a361c8b80
,93.71455,0.0,0.0,100,0,120,10,0,sweet-plum,0.0,,5ac8a74fe1099600016aaaf2 5bdc45e99ab26e0001a473fe 5c19f2319bce3100018a67ba 5c72a71f595f3f00015b5849 5cbf3b3330b52100182bbf89 5ce2cde71d1060001a811155 5dc6d78cac77c74d18692044 5e1103e212e922000bc4bdf9 5e94fa6625f03e0bd5d1b12c 5e9713200afe041a361c8b80
,93.71455,0.0,0.0,100,0,120,10,0,black-dog,0.0,,5ac8a74fe1099600016aaaf2 5bdc45e99ab26e0001a473fe 5c19f2319bce3100018a67ba 5c72a71f595f3f00015b5849 5cbf3b3330b52100182bbf89 5ce2cde71d1060001a811155 5dc6d78cac77c74d18692044 5e1103e212e922000bc4bdf9 5e94fa6625f03e0bd5d1b12c 5e9713200afe041a361c8b80
,93.71455,0.0,0.0,100,0,120,10,0,hot-wok,0.0,,5ac8a74fe1099600016aaaf2 5bdc45e99ab26e0001a473fe 5c19f2319bce3100018a67ba 5c72a71f595f3f00015b5849 5cbf3b3330b52100182bbf89 5ce2cde71d1060001a811155 5dc6d78cac77c74d18692044 5e1103e212e922000bc4bdf9 5e94fa6625f03e0bd5d1b12c 5e9713200afe041a361c8b80
,93.71455,0.0,0.0,100,0,150,10,0,fly-robin,0.0,,5ac8a74fe1099600016aaaf2 5bdc45e99ab26e0001a473fe 5c19f2319bce3100018a67ba 5c72a71f595f3f00015b5849 5cbf3b3330b52100182bbf89 5ce2cde71d1060001a811155 5dc6d78cac77c74d18692044 5e1103e212e922000bc4bdf9 5e94fa6625f03e0bd5d1b12c 5e9713200afe041a361c8b80
,234.286375,0.0,0.0,40,0,0,10,0,yellow-tomato,0.0,,5ac8a74fe1099600016aaaf2 5bdc45e99ab26e0001a473fe 5c19f2319bce3100018a67ba 5c72a71f595f3f00015b5849 5cbf3b3330b52100182bbf89 5ce2cde71d1060001a811155 5dc6d78cac77c74d18692044 5e1103e212e922000bc4bdf9 5e94fa6625f03e0bd5d1b12c 5e9713200afe041a361c8b80
,93.71455,0.0,0.0,100,0,120,10,0,wheels-motorbus,0.0,,5ac8a74fe1099600016aaaf2 5bdc45e99ab26e0001a473fe 5c19f2319bce3100018a67ba 5c72a71f595f3f00015b5849 5cbf3b3330b52100182bbf89 5ce2cde71d1060001a811155 5dc6d78cac77c74d18692044 5e1103e212e922000bc4bdf9 5e94fa6625f03e0bd5d1b12c 5e9713200afe041a361c8b80
,95.43356666666668,0.0,0.0,60,0,0,10,0,black-coal,0.0,,589cc7bd8bf22a00015b7b30 5c2dce3f89f035000175f05c 5c5b333a2b7de10001b78759 5cf5475052e49400153b3c5d 5d14abad4d38750001435f74 5d99be023fdbbd00181f6548 5e71e26df2bff10008cc9797 5e84655cd43d1900089c4a58 5e84faf83b57400e1c911bcc 5e94fa6625f03e0bd5d1b12c
,57.26014,0.0,0.0,100,0,120,10,0,made_of_wood-pin,0.0,,589cc7bd8bf22a00015b7b30 5c2dce3f89f035000175f05c 5c5b333a2b7de10001b78759 5cf5475052e49400153b3c5d 5d14abad4d38750001435f74 5d99be023fdbbd00181f6548 5e71e26df2bff10008cc9797 5e84655cd43d1900089c4a58 5e84faf83b57400e1c911bcc 5e94fa6625f03e0bd5d1b12c
,57.26014,0.0,0.0,100,0,120,10,0,hot-cake,0.0,,589cc7bd8bf22a00015b7b30 5c2dce3f89f035000175f05c 5c5b333a2b7de10001b78759 5cf5475052e49400153b3c5d 5d14abad4d38750001435f74 5d99be023fdbbd00181f6548 5e71e26df2bff10008cc9797 5e84655cd43d1900089c4a58 5e84faf83b57400e1c911bcc 5e94fa6625f03e0bd5d1b12c
,91.73994,0.0,0.0,100,0,120,10,0,dangerous-doodlebug,0.0,,5b8f9a9d8830c60001dc3aee 5c0eb7a0e4ed910001c2f002 5c2dce3f89f035000175f05c 5c430039e972300001ac04f3 5c6158304fde3d0001474c20 5cb92adbe0e8ab000176f421 5e5500e6568d4a4ffd85d614 5ea06d72b92a6d02bdbb9de5 5ea07733287a9d0383098f97 5ea0bddad95b720af8176b58
,67.11922,0.0,0.0,100,0,120,10,0,square-dresser,0.0,,5ab6ca37f5918d00012ead81 5c547ab2fd88bb0001868aec 5c573b734dabe6000176ac3d 5c61c8faedba6100016505b9 5cb653e0e9187600014da063 5d6c847ba90a23001c46f8b2 5d7e631eeb65e6001af00823 5e3b3b935da22c09084bbc02 5e722532d302e9150b775daf 5e8dba5709881f03f8d59c28
,67.11922,0.0,0.0,100,0,120,10,0,dangerous-nitrazepam,0.0,,5ab6ca37f5918d00012ead81 5c547ab2fd88bb0001868aec 5c573b734dabe6000176ac3d 5c61c8faedba6100016505b9 5cb653e0e9187600014da063 5d6c847ba90a23001c46f8b2 5d7e631eeb65e6001af00823 5e3b3b935da22c09084bbc02 5e722532d302e9150b775daf 5e8dba5709881f03f8d59c28
,67.11922,0.0,0.0,100,0,120,10,0,hot-utensil,0.0,,5ab6ca37f5918d00012ead81 5c547ab2fd88bb0001868aec 5c573b734dabe6000176ac3d 5c61c8faedba6100016505b9 5cb653e0e9187600014da063 5d6c847ba90a23001c46f8b2 5d7e631eeb65e6001af00823 5e3b3b935da22c09084bbc02 5e722532d302e9150b775daf 5e8dba5709881f03f8d59c28
,111.86536666666666,0.0,0.0,60,0,0,10,0,yellow-cheese,0.0,,5ab6ca37f5918d00012ead81 5c547ab2fd88bb0001868aec 5c573b734dabe6000176ac3d 5c61c8faedba6100016505b9 5cb653e0e9187600014da063 5d6c847ba90a23001c46f8b2 5d7e631eeb65e6001af00823 5e3b3b935da22c09084bbc02 5e722532d302e9150b775daf 5e8dba5709881f03f8d59c28
,67.11922,0.0,0.0,100,0,150,10,0,fly-mola,0.0,,5ab6ca37f5918d00012ead81 5c547ab2fd88bb0001868aec 5c573b734dabe6000176ac3d 5c61c8faedba6100016505b9 5cb653e0e9187600014da063 5d6c847ba90a23001c46f8b2 5d7e631eeb65e6001af00823 5e3b3b935da22c09084bbc02 5e722532d302e9150b775daf 5e8dba5709881f03f8d59c28
,91.73994,0.0,0.0,100,0,120,10,0,made_of_wood-rod,0.0,,5b8f9a9d8830c60001dc3aee 5c0eb7a0e4ed910001c2f002 5c2dce3f89f035000175f05c 5c430039e972300001ac04f3 5c6158304fde3d0001474c20 5cb92adbe0e8ab000176f421 5e5500e6568d4a4ffd85d614 5ea06d72b92a6d02bdbb9de5 5ea07733287a9d0383098f97 5ea0bddad95b720af8176b58
,91.73994,0.0,0.0,100,0,150,10,0,lay_eggs-whiteface,0.0,,5b8f9a9d8830c60001dc3aee 5c0eb7a0e4ed910001c2f002 5c2dce3f89f035000175f05c 5c430039e972300001ac04f3 5c6158304fde3d0001474c20 5cb92adbe0e8ab000176f421 5e5500e6568d4a4ffd85d614 5ea06d72b92a6d02bdbb9de5 5ea07733287a9d0383098f97 5ea0bddad95b720af8176b58
,229.34984999999998,0.0,0.0,40,0,0,10,0,yellow-flame,0.0,,5b8f9a9d8830c60001dc3aee 5c0eb7a0e4ed910001c2f002 5c2dce3f89f035000175f05c 5c430039e972300001ac04f3 5c6158304fde3d0001474c20 5cb92adbe0e8ab000176f421 5e5500e6568d4a4ffd85d614 5ea06d72b92a6d02bdbb9de5 5ea07733287a9d0383098f97 5ea0bddad95b720af8176b58
,91.73994,0.0,0.0,100,0,120,10,0,black-pelican,0.0,,5b8f9a9d8830c60001dc3aee 5c0eb7a0e4ed910001c2f002 5c2dce3f89f035000175f05c 5c430039e972300001ac04f3 5c6158304fde3d0001474c20 5cb92adbe0e8ab000176f421 5e5500e6568d4a4ffd85d614 5ea06d72b92a6d02bdbb9de5 5ea07733287a9d0383098f97 5ea0bddad95b720af8176b58
,91.73994,0.0,0.0,100,0,120,10,0,wheels-snowmobile,0.0,,5b8f9a9d8830c60001dc3aee 5c0eb7a0e4ed910001c2f002 5c2dce3f89f035000175f05c 5c430039e972300001ac04f3 5c6158304fde3d0001474c20 5cb92adbe0e8ab000176f421 5e5500e6568d4a4ffd85d614 5ea06d72b92a6d02bdbb9de5 5ea07733287a9d0383098f97 5ea0bddad95b720af8176b58
,141.85450499999996,0.0,0.0,41,0,0,10,0,yellow-pecan,0.0,,589cc7bd8bf22a00015b7b30 5c2dce3f89f035000175f05c 5c5b333a2b7de10001b78759 5cf5475052e49400153b3c5d 5d14abad4d38750001435f74 5d99be023fdbbd00181f6548 5e71e26df2bff10008cc9797 5e84655cd43d1900089c4a58 5e84faf83b57400e1c911bcc 5e94fa6625f03e0bd5d1b12c
,91.73994,0.0,0.0,100,0,120,10,0,sweet-jam,0.0,,5b8f9a9d8830c60001dc3aee 5c0eb7a0e4ed910001c2f002 5c2dce3f89f035000175f05c 5c430039e972300001ac04f3 5c6158304fde3d0001474c20 5cb92adbe0e8ab000176f421 5e5500e6568d4a4ffd85d614 5ea06d72b92a6d02bdbb9de5 5ea07733287a9d0383098f97 5ea0bddad95b720af8176b58
,91.73994,0.0,0.0,100,0,150,10,0,fly-wheeler,0.0,,5b8f9a9d8830c60001dc3aee 5c0eb7a0e4ed910001c2f002 5c2dce3f89f035000175f05c 5c430039e972300001ac04f3 5c6158304fde3d0001474c20 5cb92adbe0e8ab000176f421 5e5500e6568d4a4ffd85d614 5ea06d72b92a6d02bdbb9de5 5ea07733287a9d0383098f97 5ea0bddad95b720af8176b58
,107.71196,0.0,0.0,100,0,120,10,0,dangerous-looter,0.0,,57ed0f89226dff0001579c05 5ba85a9d032d360001b83177 5bd5a2bd9afb5b00015c8f46 5c670389f5ac570001b3854f 5db8ad1eaa674d000aec4f87 5e673e6c0645c24bf9d4c418 5e6a97d6d5745d0522c116ed 5ea693e4c7977b01157ba82c 5eb098012ba1fe14fd397199 5eb13f13438b1821d6e35b5c
,107.71196,0.0,0.0,100,0,120,10,0,black-lizard,0.0,,57ed0f89226dff0001579c05 5ba85a9d032d360001b83177 5bd5a2bd9afb5b00015c8f46 5c670389f5ac570001b3854f 5db8ad1eaa674d000aec4f87 5e673e6c0645c24bf9d4c418 5e6a97d6d5745d0522c116ed 5ea693e4c7977b01157ba82c 5eb098012ba1fe14fd397199 5eb13f13438b1821d6e35b5c
,107.71196,0.0,0.0,100,0,120,10,0,sweet-vegetable,0.0,,57ed0f89226dff0001579c05 5ba85a9d032d360001b83177 5bd5a2bd9afb5b00015c8f46 5c670389f5ac570001b3854f 5db8ad1eaa674d000aec4f87 5e673e6c0645c24bf9d4c418 5e6a97d6d5745d0522c116ed 5ea693e4c7977b01157ba82c 5eb098012ba1fe14fd397199 5eb13f13438b1821d6e35b5c
,269.2799,0.0,0.0,40,0,0,10,0,yellow-actinidia,0.0,,57ed0f89226dff0001579c05 5ba85a9d032d360001b83177 5bd5a2bd9afb5b00015c8f46 5c670389f5ac570001b3854f 5db8ad1eaa674d000aec4f87 5e673e6c0645c24bf9d4c418 5e6a97d6d5745d0522c116ed 5ea693e4c7977b01157ba82c 5eb098012ba1fe14fd397199 5eb13f13438b1821d6e35b5c
