concept,manual_coarse_grained,lemma,wiki_frequency,n_wn_senses,min_wn_sim_wup,poly_type,mipvu_met,wn_abs_conc
malinois,-,malinois,101,1,0.7222222222222222,oov,oov,conc
solitaire,-,solitaire,1806,4,0.08695652173913043,poly,oov,abs-conc
guppy,-,guppy,809,1,1.0,mon,oov,conc
wahoo,-,wahoo,904,3,0.41379310344827586,oov,oov,conc
pig,-,pig,15819,9,0.2222222222222222,homonyms_only_different_pos,met non-met,conc
elephant,-,elephant,19856,2,0.08695652173913043,mon,non-met,abs-conc
manta,-,manta,1780,2,0.32,oov,oov,conc
nester,-,nester,192,2,0.5454545454545454,oov,oov,conc
crane,-,crane,17753,6,0.36363636363636365,homonyms_only_different_pos,non-met,conc-n
quetzal,-,quetzal,559,2,0.1,poly,oov,abs-conc
hen,-,hen,4921,4,0.16666666666666666,poly,non-met,conc
hominid,-,hominid,797,2,None,oov,oov,conc
python,-,python,7996,3,0.07692307692307693,mon,oov,abs-conc-n
pout,-,pout,175,5,0.08,homonyms_only_different_pos,non-met,abs-conc
pterodactyl,-,pterodactyl,255,1,1.0,mon,oov,conc
swan,-,swan,20827,4,0.2222222222222222,homonyms_only_different_pos,oov,conc
spaniel,-,spaniel,1327,1,0.7647058823529411,mon,oov,conc
tyrannosaur,-,tyrannosaur,207,1,1.0,oov,oov,conc
schnauzer,-,schnauzer,183,1,0.7647058823529411,oov,oov,conc
serpent,-,serpent,8331,3,0.18181818181818182,poly,oov,abs-conc
lory,-,lory,515,1,1.0,oov,oov,conc
goldeneye,-,goldeneye,1030,2,0.4827586206896552,oov,oov,conc
moose,-,moose,9310,1,1.0,mon,oov,conc
hog,-,hog,3844,4,0.46153846153846156,homonyms_only_different_pos,oov,conc
basilisk,-,basilisk,751,3,0.07692307692307693,poly,oov,abs-conc
chimpanzee,-,chimpanzee,2079,1,1.0,mon,oov,conc
peacock,-,peacock,7844,2,0.5185185185185185,poly,oov,conc
linnet,-,linnet,468,2,0.9285714285714286,mon,oov,conc
whydah,-,whydah,356,1,1.0,oov,oov,conc
porgy,-,porgy,1079,2,0.16,oov,non-met,conc
marten,-,marten,2006,1,1.0,poly,oov,conc
mandrill,-,mandrill,248,1,1.0,mon,oov,conc
velociraptor,-,velociraptor,460,1,1.0,oov,oov,conc
ibex,-,ibex,1014,1,1.0,mon,oov,conc
ocelot,-,ocelot,579,1,1.0,mon,oov,conc
thresher,-,thresher,759,2,0.32,poly,oov,conc
woodchuck,-,woodchuck,239,1,1.0,oov,oov,conc
malamute,-,malamute,117,1,0.7647058823529411,oov,oov,conc
dog,-,dog,80291,8,0.2222222222222222,homonyms_only_different_pos,met non-met,conc
bison,-,bison,7382,1,1.0,mon,oov,conc
dingo,-,dingo,1536,1,1.0,mon,oov,conc
bighorn,-,bighorn,2282,2,0.16,oov,oov,conc-n
reindeer,-,reindeer,4248,1,1.0,mon,oov,conc
beluga,-,beluga,834,2,0.5454545454545454,oov,oov,conc
lynx,-,lynx,6514,2,0.07142857142857142,mon,oov,conc-n
redwing,-,redwing,329,2,0.8275862068965517,mon,oov,conc
hedgehog,-,hedgehog,3976,2,0.8461538461538461,mon,oov,conc
addax,-,addax,283,1,1.0,oov,oov,conc
mastiff,-,mastiff,739,1,0.8125,mon,oov,conc
kelpie,-,kelpie,213,2,0.09090909090909091,oov,oov,abs-conc
stargazer,-,stargazer,381,3,0.4444444444444444,poly,oov,conc
coonhound,-,coonhound,166,1,0.7647058823529411,oov,oov,conc
mouse,-,mouse,30002,6,0.08333333333333333,poly,oov,abs-conc
brocket,-,brocket,399,2,0.9090909090909091,oov,oov,conc
badger,-,badger,5350,4,0.2,homonyms_only_different_pos,oov,conc
onager,-,onager,172,2,0.2962962962962963,oov,oov,conc
pompano,-,pompano,769,2,0.16,oov,oov,conc
skylark,-,skylark,1194,2,None,homonyms_only_different_pos,oov,conc
cooter,-,cooter,313,1,1.0,oov,oov,conc
indri,-,indri,219,1,1.0,oov,oov,conc
cheetah,-,cheetah,3208,1,1.0,mon,oov,conc
sabertooth,-,sabertooth,159,1,1.0,oov,oov,conc
mink,-,mink,2944,3,0.16666666666666666,poly,oov,abs-conc
tortoiseshell,-,tortoiseshell,392,3,0.18181818181818182,poly,non-met,abs-conc
seagull,-,seagull,1860,1,1.0,mon,oov,conc
fawn,-,fawn,2108,5,0.1,poly,oov,abs-conc
bobcat,-,bobcat,1596,1,1.0,mon,oov,conc
loach,-,loach,1527,1,1.0,oov,oov,conc
cat,-,cat,46606,10,0.08,poly,met non-met,abs-conc
tench,-,tench,1002,1,1.0,poly,oov,conc
crow,-,crow,15515,9,0.09090909090909091,homonyms_also_same_pos,oov,abs-conc-n
turbot,-,turbot,315,2,0.14814814814814814,poly,oov,conc
giraffe,-,giraffe,2010,1,1.0,mon,oov,conc
eland,-,eland,871,1,1.0,mon,oov,conc
falcon,-,falcon,15928,2,None,mon,oov,conc
dromedary,-,dromedary,389,1,1.0,mon,oov,conc
wapiti,-,wapiti,430,2,0.9375,mon,oov,conc
angler,-,angler,1129,3,0.46153846153846156,oov,oov,conc
jackrabbit,-,jackrabbit,490,2,None,mon,oov,conc
coyote,-,coyote,5573,3,0.42857142857142855,mon,oov,conc
junco,-,junco,374,1,1.0,oov,oov,conc
lemming,-,lemming,434,1,1.0,mon,oov,conc
gunnel,-,gunnel,171,2,0.2962962962962963,oov,oov,conc
creeper,-,creeper,1116,3,0.5454545454545454,poly,non-met,conc
whippoorwill,-,whippoorwill,163,1,1.0,mon,oov,conc
hamster,-,hamster,1443,1,1.0,mon,oov,conc
narwhal,-,narwhal,398,1,1.0,mon,oov,conc
taipan,-,taipan,334,1,1.0,oov,oov,conc
grizzly,-,grizzly,3564,2,None,oov,oov,conc
sambar,-,sambar,716,1,1.0,oov,oov,conc
alewife,-,alewife,390,2,0.17391304347826086,oov,oov,conc
meadowlark,-,meadowlark,353,1,1.0,oov,oov,conc
rabbit,-,rabbit,15865,4,0.16666666666666666,homonyms_only_different_pos,non-met,abs-conc
aurochs,-,aurochs,698,2,0.8571428571428571,oov,oov,conc
mockingbird,-,mockingbird,1617,1,1.0,mon,oov,conc
cod,-,cod,9442,7,0.16666666666666666,homonyms_only_different_pos,oov,conc
banteng,-,banteng,172,1,1.0,oov,oov,conc
kangaroo,-,kangaroo,7476,1,1.0,mon,oov,conc
tarpon,-,tarpon,703,1,1.0,oov,oov,conc
brontosaurus,-,brontosaurus,313,1,1.0,mon,oov,conc
harpy,-,harpy,587,4,0.08,poly,oov,abs-conc
gerbil,-,gerbil,544,1,1.0,oov,oov,conc
eider,-,eider,710,1,1.0,oov,oov,conc
charr,-,charr,136,1,1.0,oov,oov,conc
chicken,-,chicken,23318,5,0.1,homonyms_only_different_pos,non-met,abs-conc
barracuda,-,barracuda,1533,1,1.0,mon,oov,conc
diamondback,-,diamondback,760,1,1.0,oov,oov,conc
spearfish,-,spearfish,324,1,1.0,oov,oov,conc
kite,-,kite,6487,8,0.08333333333333333,poly,oov,abs-conc
raven,-,raven,11726,5,0.2222222222222222,poly,oov,conc
puffer,-,puffer,609,2,0.16666666666666666,poly,oov,conc
monkey,-,monkey,17203,4,0.25,poly,met non-met,conc
viper,-,viper,4904,1,1.0,poly,oov,conc
bat,-,bat,33122,10,0.1,homonyms_also_same_pos,oov,abs-conc
silverfish,-,silverfish,199,2,0.4666666666666667,mon,oov,conc
whiting,-,whiting,4110,7,0.16,homonyms_only_different_pos,oov,conc
marmot,-,marmot,659,1,1.0,mon,oov,conc
baboon,-,baboon,922,1,1.0,mon,oov,conc
stoat,-,stoat,353,1,1.0,mon,oov,conc
sailfish,-,sailfish,491,2,0.16,oov,oov,conc
marlin,-,marlin,3382,1,1.0,oov,oov,conc
caribou,-,caribou,3851,1,1.0,mon,oov,conc
tattler,-,tattler,135,2,0.48,oov,oov,conc
thrasher,-,thrasher,1577,3,0.32,oov,oov,conc
piranha,-,piranha,1253,2,0.42857142857142855,mon,oov,conc
chameleon,-,chameleon,2940,3,0.38095238095238093,poly,oov,conc-n
bilby,-,bilby,209,1,1.0,oov,oov,conc
goldfish,-,goldfish,1667,1,1.0,mon,oov,conc
boar,-,boar,4540,2,0.9333333333333333,poly,oov,conc
terrapin,-,terrapin,596,1,1.0,mon,oov,conc
ruminant,-,ruminant,340,2,None,mon,oov,conc
cachalot,-,cachalot,127,1,1.0,oov,oov,conc
wallaby,-,wallaby,1542,1,1.0,mon,non-met,conc
potto,-,potto,127,2,0.7857142857142857,oov,oov,conc
chipmunk,-,chipmunk,1123,1,1.0,mon,oov,conc
bluebird,-,bluebird,2342,2,0.8888888888888888,mon,oov,conc
howler,-,howler,904,3,0.08333333333333333,mon,oov,abs-conc
stilt,-,stilt,970,4,0.3076923076923077,mon,oov,conc
pewee,-,pewee,165,1,1.0,oov,oov,conc
bunting,-,bunting,2460,4,0.2222222222222222,homonyms_also_same_pos,oov,conc
sucker,-,sucker,2650,7,0.14814814814814814,poly,oov,conc
puffin,-,puffin,1162,1,1.0,mon,oov,conc
loon,-,loon,1899,3,0.5,homonyms_also_same_pos,oov,conc
raptor,-,raptor,2470,1,1.0,oov,oov,conc
muskrat,-,muskrat,762,2,0.17391304347826086,poly,oov,abs-conc
sardine,-,sardine,736,4,0.16,poly,oov,abs-conc
skunk,-,skunk,2209,5,0.09090909090909091,homonyms_only_different_pos,oov,abs-conc
mynah,-,mynah,159,1,1.0,mon,oov,conc
hake,-,hake,626,2,0.17391304347826086,mon,oov,conc
constrictor,-,constrictor,640,1,1.0,poly,oov,conc
tarsier,-,tarsier,346,1,1.0,oov,oov,conc
flathead,-,flathead,1743,2,0.875,oov,oov,conc
gopher,-,gopher,1993,5,0.48,mon,oov,conc
nutria,-,nutria,213,1,1.0,mon,oov,conc
sloth,-,sloth,1741,3,0.08333333333333333,poly,oov,abs-conc
butterfly,-,butterfly,28016,5,0.08333333333333333,poly,oov,abs-conc
sockeye,-,sockeye,441,2,0.18181818181818182,oov,oov,conc
blackbird,-,blackbird,2439,2,0.8571428571428571,mon,oov,conc
bobtail,-,bobtail,319,3,0.2,mon,oov,conc
manatee,-,manatee,1650,1,1.0,mon,oov,conc
eagle,-,eagle,47108,6,0.09090909090909091,poly,oov,abs-conc
penguin,-,penguin,10664,1,1.0,mon,oov,conc
remora,-,remora,169,1,1.0,oov,oov,conc
weasel,-,weasel,3020,2,0.5454545454545454,mon,oov,conc
antelope,-,antelope,4892,1,1.0,mon,oov,conc
partridge,-,partridge,5079,5,0.19047619047619047,poly,oov,conc
dinosaur,-,dinosaur,11323,1,1.0,mon,non-met,conc
leopard,-,leopard,8893,2,0.16,mon,oov,abs-conc
carp,-,carp,4823,3,0.16,homonyms_only_different_pos,oov,conc
tuna,-,tuna,5163,4,0.16666666666666666,poly,oov,conc
flamingo,-,flamingo,2439,1,1.0,mon,oov,conc
kingfish,-,kingfish,554,5,0.14814814814814814,oov,oov,conc
capercaillie,-,capercaillie,348,1,1.0,oov,oov,conc
shiner,-,shiner,1481,4,0.06896551724137931,mon,oov,abs-conc
dhole,-,dhole,261,1,1.0,oov,oov,conc
finch,-,finch,8652,1,1.0,mon,oov,conc
plaice,-,plaice,281,2,0.14814814814814814,mon,oov,conc
hippopotamus,-,hippopotamus,1269,1,1.0,mon,oov,conc
ostrich,-,ostrich,2008,2,0.6,poly,oov,conc
rat,-,rat,18185,11,0.15384615384615385,homonyms_only_different_pos,oov,conc
barnacle,-,barnacle,974,2,0.5384615384615384,poly,oov,conc
peregrine,-,peregrine,2785,2,None,oov,oov,conc
stegosaurus,-,stegosaurus,549,1,1.0,oov,oov,conc
hammerhead,-,hammerhead,1047,3,0.2962962962962963,oov,oov,conc
carnosaur,-,carnosaur,100,1,1.0,oov,oov,conc
salmon,-,salmon,19910,5,0.09523809523809523,poly,non-met,abs-conc-n
hyena,-,hyena,1481,1,1.0,mon,oov,conc
swordfish,-,swordfish,1735,2,0.16,mon,oov,conc
duckbill,-,duckbill,170,3,0.6428571428571429,oov,oov,conc
armadillo,-,armadillo,1497,1,1.0,mon,oov,conc
cavalla,-,cavalla,108,1,1.0,oov,oov,conc
anole,-,anole,660,1,1.0,oov,oov,conc
cottonmouth,-,cottonmouth,179,1,1.0,oov,oov,conc
deer,-,deer,30119,1,1.0,mon,non-met,conc
coho,-,coho,752,2,0.18181818181818182,oov,oov,conc
iguanodon,-,iguanodon,369,1,1.0,oov,oov,conc
skipjack,-,skipjack,540,3,0.45161290322580644,oov,oov,conc
porcupine,-,porcupine,2795,1,1.0,mon,oov,conc
kookaburra,-,kookaburra,465,1,1.0,mon,oov,conc
platypus,-,platypus,1012,1,1.0,mon,oov,conc
dormouse,-,dormouse,516,1,1.0,mon,oov,conc
guanaco,-,guanaco,200,1,1.0,oov,oov,conc
bluefish,-,bluefish,589,2,0.16666666666666666,mon,oov,conc
ceratopsian,-,ceratopsian,277,1,1.0,oov,oov,conc
possum,-,possum,1981,2,0.9230769230769231,poly,oov,conc
pilchard,-,pilchard,205,2,0.16666666666666666,mon,oov,conc
tit,-,tit,2171,3,0.17391304347826086,homonyms_also_same_pos,oov,conc
capybara,-,capybara,219,1,1.0,oov,oov,conc
gemsbok,-,gemsbok,177,1,1.0,oov,oov,conc
rhinoceros,-,rhinoceros,3238,1,1.0,mon,oov,conc
skimmer,-,skimmer,542,4,0.32,poly,oov,conc
marabou,-,marabou,179,2,0.34782608695652173,poly,oov,abs-conc
scad,-,scad,430,1,1.0,oov,oov,conc
sturgeon,-,sturgeon,4192,1,1.0,mon,oov,conc
croaker,-,croaker,317,2,0.16,oov,oov,conc
plesiosaur,-,plesiosaur,365,1,1.0,oov,oov,conc
anchovy,-,anchovy,471,2,0.18181818181818182,mon,oov,conc
fowl,-,fowl,2267,4,0.21052631578947367,poly,non-met,conc
jerboa,-,jerboa,297,1,1.0,mon,oov,conc
gudgeon,-,gudgeon,616,2,0.7878787878787878,poly,oov,conc
wren,-,wren,4622,2,0.5454545454545454,mon,non-met,conc-n
jabiru,-,jabiru,375,3,0.9285714285714286,oov,oov,conc
mullet,-,mullet,1652,3,0.17391304347826086,mon,oov,conc
tamarin,-,tamarin,558,1,1.0,oov,oov,conc
archaeopteryx,-,archaeopteryx,708,1,1.0,oov,oov,conc
quagga,-,quagga,372,1,1.0,mon,oov,conc
auk,-,auk,680,1,1.0,mon,oov,conc
redfish,-,redfish,308,3,0.14814814814814814,oov,oov,conc
herring,-,herring,7294,2,0.19047619047619047,poly,oov,conc
snapper,-,snapper,2463,6,0.16,mon,oov,conc
carnivore,-,carnivore,1002,2,0.6666666666666666,poly,non-met,conc
tuatara,-,tuatara,389,1,1.0,oov,oov,conc
ichthyosaur,-,ichthyosaur,334,1,1.0,oov,oov,conc
weka,-,weka,246,1,1.0,oov,oov,conc
zebra,-,zebra,4168,1,1.0,mon,non-met,conc
allosaurus,-,allosaurus,595,1,1.0,oov,oov,conc
stonefish,-,stonefish,165,1,1.0,oov,oov,conc
sprat,-,sprat,326,2,0.17391304347826086,mon,oov,conc
bandicoot,-,bandicoot,1041,1,1.0,oov,oov,conc
goldfinch,-,goldfinch,454,2,0.9285714285714286,mon,oov,conc
polecat,-,polecat,515,2,0.9285714285714286,poly,oov,conc
ouzel,-,ouzel,165,1,1.0,mon,oov,conc
apatosaurus,-,apatosaurus,345,1,1.0,oov,oov,conc
courser,-,courser,178,4,0.41379310344827586,mon,oov,conc
sauropod,-,sauropod,1119,1,1.0,oov,oov,conc
bullfinch,-,bullfinch,241,2,0.5,mon,oov,conc-n
tautog,-,tautog,202,1,1.0,oov,oov,conc
bullhead,-,bullhead,1011,2,0.7878787878787878,oov,oov,conc
goldcrest,-,goldcrest,276,1,1.0,oov,oov,conc
dunnock,-,dunnock,137,1,1.0,oov,oov,conc
budgerigar,-,budgerigar,231,1,1.0,mon,oov,conc
dolphin,-,dolphin,8641,2,0.5625,mon,non-met,conc
albacore,-,albacore,474,2,0.17391304347826086,oov,oov,conc
anteater,-,anteater,417,6,0.7407407407407407,mon,oov,conc
cobia,-,cobia,144,1,1.0,oov,oov,conc
lark,-,lark,3703,5,0.09090909090909091,homonyms_also_same_pos,met,abs-conc
monal,-,monal,150,1,1.0,oov,oov,conc
jackdaw,-,jackdaw,333,1,1.0,mon,oov,conc
pterosaur,-,pterosaur,874,1,1.0,oov,oov,conc
mallard,-,mallard,1900,1,1.0,mon,oov,conc
ichneumon,-,ichneumon,112,1,1.0,oov,oov,conc
otter,-,otter,6598,2,0.16666666666666666,poly,oov,abs-conc
sanderling,-,sanderling,239,1,1.0,oov,oov,conc
styracosaurus,-,styracosaurus,162,1,1.0,oov,oov,conc
mongoose,-,mongoose,1817,1,1.0,mon,oov,conc
krait,-,krait,329,1,1.0,oov,oov,conc
harrier,-,harrier,2743,3,0.5,poly,oov,conc
marmoset,-,marmoset,320,1,1.0,mon,oov,conc
blackbuck,-,blackbuck,273,1,1.0,oov,oov,conc
raccoon,-,raccoon,2738,2,0.16666666666666666,poly,oov,abs-conc
diplodocus,-,diplodocus,367,1,1.0,oov,oov,conc
guillemot,-,guillemot,388,1,1.0,mon,oov,conc
porpoise,-,porpoise,1024,1,1.0,mon,oov,conc
gannet,-,gannet,586,1,1.0,mon,oov,conc
ceratosaurus,-,ceratosaurus,259,1,1.0,oov,oov,conc
pitta,-,pitta,653,1,1.0,oov,oov,conc
serow,-,serow,259,1,1.0,oov,oov,conc
hawk,-,hawk,17454,6,0.18181818181818182,homonyms_only_different_pos,non-met,conc
iguana,-,iguana,1811,1,1.0,mon,oov,conc
vulture,-,vulture,4066,2,0.5217391304347826,poly,oov,conc
yellowtail,-,yellowtail,336,2,0.8571428571428571,oov,oov,conc
stork,-,stork,2729,1,1.0,mon,oov,conc
hyaena,-,hyaena,166,1,1.0,mon,oov,conc
langur,-,langur,624,1,1.0,oov,oov,conc
wildfowl,-,wildfowl,604,1,1.0,mon,oov,conc
menhaden,-,menhaden,310,1,1.0,oov,oov,conc
echidna,-,echidna,591,2,0.9230769230769231,oov,oov,conc
titmouse,-,titmouse,151,1,1.0,mon,oov,conc
toucan,-,toucan,548,1,1.0,mon,oov,conc
caiman,-,caiman,538,1,1.0,mon,oov,conc
whitefish,-,whitefish,1853,3,0.19047619047619047,oov,oov,conc
siskin,-,siskin,393,1,1.0,oov,oov,conc
rattlesnake,-,rattlesnake,2345,1,1.0,mon,oov,conc
hartebeest,-,hartebeest,379,1,1.0,mon,oov,conc
civet,-,civet,859,1,1.0,poly,oov,conc
markhor,-,markhor,151,1,1.0,oov,oov,conc
agouti,-,agouti,439,1,1.0,oov,oov,conc
walleye,-,walleye,1421,2,0.07407407407407407,oov,oov,abs-conc
salmonid,-,salmonid,311,1,1.0,oov,oov,conc
guenon,-,guenon,159,1,1.0,oov,oov,conc
avocet,-,avocet,328,1,1.0,mon,oov,conc
hoopoe,-,hoopoe,395,1,1.0,oov,oov,conc
killdeer,-,killdeer,203,1,1.0,oov,oov,conc
hadrosaurus,-,hadrosaurus,118,1,1.0,oov,oov,conc
flounder,-,flounder,1183,4,0.16,homonyms_only_different_pos,oov,conc
hadrosaur,-,hadrosaur,241,1,1.0,oov,oov,conc
buzzard,-,buzzard,1878,2,0.8148148148148148,poly,oov,conc
myna,-,myna,475,1,1.0,oov,oov,conc
tortoise,-,tortoise,3936,1,1.0,mon,non-met,conc
oriole,-,oriole,1639,2,0.9230769230769231,poly,oov,conc
pronghorn,-,pronghorn,582,1,1.0,oov,oov,conc
coot,-,coot,899,1,1.0,poly,oov,conc
halibut,-,halibut,784,2,0.16,mon,oov,conc
vole,-,vole,1549,1,1.0,mon,oov,conc
goose,-,goose,9887,6,0.15384615384615385,homonyms_only_different_pos,oov,conc
thylacine,-,thylacine,315,1,1.0,oov,oov,conc
bream,-,bream,1505,5,0.16,poly,oov,conc
toadfish,-,toadfish,393,1,1.0,oov,oov,conc
bluefin,-,bluefin,708,2,0.17391304347826086,oov,oov,conc
owls,-,owl,8400,1,1.0,mon,oov,conc
duck,-,duck,22057,8,0.09523809523809523,homonyms_also_same_pos,met non-met,abs-conc
plesiosaurus,-,plesiosaurus,130,1,1.0,oov,oov,conc
pickerel,-,pickerel,607,2,0.15384615384615385,poly,oov,conc
gyrfalcon,-,gyrfalcon,139,1,1.0,oov,oov,conc
archosaur,-,archosaur,240,1,1.0,oov,oov,conc
lionfish,-,lionfish,293,1,1.0,oov,oov,conc
rodent,-,rodent,4434,1,1.0,mon,oov,conc
cavy,-,cavy,133,1,1.0,mon,oov,conc
starling,-,starling,2647,1,1.0,mon,oov,conc
shrew,-,shrew,3833,2,0.5,poly,oov,conc
bonefish,-,bonefish,211,1,1.0,oov,oov,conc
pachycephalosaurus,-,pachycephalosaurus,136,1,1.0,oov,oov,conc
osprey,-,osprey,2202,1,1.0,mon,oov,conc
bowhead,-,bowhead,369,1,1.0,oov,oov,conc
hawksbill,-,hawksbill,447,1,1.0,oov,oov,conc
pangolin,-,pangolin,453,1,1.0,oov,oov,conc
ibis,-,ibis,2464,1,1.0,mon,oov,conc
seahorse,-,seahorse,1058,2,0.6206896551724138,mon,oov,conc
dugong,-,dugong,363,1,1.0,oov,oov,conc
utahraptor,-,utahraptor,110,1,1.0,oov,oov,conc
humpback,-,humpback,1408,3,0.08,mon,oov,abs-conc
yellowhammer,-,yellowhammer,130,2,0.6896551724137931,oov,oov,conc
albatross,-,albatross,2518,2,0.09090909090909091,mon,oov,abs-conc
whale,-,whale,15420,3,0.5217391304347826,poly,oov,conc
tapir,-,tapir,581,1,1.0,mon,oov,conc
ptarmigan,-,ptarmigan,554,1,0.7857142857142857,mon,oov,conc
gecko,-,gecko,2970,1,1.0,mon,oov,conc
lyrebird,-,lyrebird,199,1,1.0,mon,oov,conc
colobus,-,colobus,659,1,1.0,oov,oov,conc
compsognathus,-,compsognathus,157,1,1.0,oov,oov,conc
coelacanth,-,coelacanth,286,1,1.0,mon,oov,conc
crocodile,-,crocodile,6355,1,1.0,poly,oov,conc
dace,-,dace,724,1,1.0,mon,oov,conc
sparrow,-,sparrow,7012,2,0.8461538461538461,mon,oov,conc
barbet,-,barbet,746,1,1.0,oov,oov,conc
whitetail,-,whitetail,336,1,1.0,oov,oov,conc
bushbuck,-,bushbuck,167,1,1.0,oov,oov,conc
monotreme,-,monotreme,140,1,1.0,oov,oov,conc
bottlenose,-,bottlenose,998,2,0.8823529411764706,oov,oov,conc
shearwater,-,shearwater,1243,1,1.0,oov,oov,conc
gurnard,-,gurnard,200,1,1.0,oov,oov,conc
reptile,-,reptile,3754,1,1.0,mon,oov,conc
canid,-,canid,288,1,1.0,oov,oov,conc
cockatoo,-,cockatoo,1410,1,1.0,poly,oov,conc
chub,-,chub,1423,1,1.0,mon,oov,conc
cottontail,-,cottontail,590,1,1.0,mon,oov,conc
herrerasaurus,-,herrerasaurus,129,1,1.0,oov,oov,conc
owlet,-,owlet,314,1,1.0,mon,oov,conc
yellowfin,-,yellowfin,395,1,0.8888888888888888,oov,oov,conc
pelican,-,pelican,3522,1,1.0,mon,oov,conc
snake,-,snake,29480,8,0.21052631578947367,homonyms_only_different_pos,non-met,conc-n
capelin,-,capelin,220,1,1.0,oov,oov,conc
lovebird,-,lovebird,213,2,0.88,poly,oov,conc
alligator,-,alligator,3779,3,0.17391304347826086,poly,oov,abs-conc
bulbul,-,bulbul,1577,1,1.0,mon,oov,conc
stingray,-,stingray,2486,1,1.0,mon,oov,conc
pipistrelle,-,pipistrelle,360,1,1.0,oov,oov,conc
rockfish,-,rockfish,681,3,0.16,oov,oov,conc
heron,-,heron,5743,2,0.5217391304347826,mon,oov,conc-n
magpie,-,magpie,1829,3,0.48,poly,oov,conc
pigeon,-,pigeon,8779,1,1.0,poly,met,conc
anglerfish,-,anglerfish,239,1,1.0,oov,oov,conc
minnow,-,minnow,1007,1,1.0,mon,oov,conc
grunter,-,grunter,115,2,0.5217391304347826,oov,oov,conc
teleost,-,teleost,325,1,1.0,oov,oov,conc
eoraptor,-,eoraptor,100,1,1.0,oov,oov,conc
therapsid,-,therapsid,146,1,1.0,oov,oov,conc
redtail,-,redtail,167,2,0.7407407407407407,oov,oov,conc
silversides,-,silverside,185,1,1.0,mon,oov,conc
chuckwalla,-,chuckwalla,148,1,1.0,oov,oov,conc
ankylosaurus,-,ankylosaurus,185,1,1.0,oov,oov,conc
vervet,-,vervet,212,1,1.0,oov,oov,conc
edmontosaurus,-,edmontosaurus,293,1,1.0,oov,oov,conc
bowfin,-,bowfin,238,1,1.0,oov,oov,conc
tody,-,tody,248,1,1.0,oov,oov,conc
curlew,-,curlew,1189,1,1.0,mon,oov,conc
turnstone,-,turnstone,153,1,1.0,oov,oov,conc
corythosaurus,-,corythosaurus,148,1,1.0,oov,oov,conc
wader,-,wader,421,1,1.0,poly,oov,conc
bovid,-,bovid,113,2,None,oov,oov,conc
ankylosaur,-,ankylosaur,160,1,1.0,oov,oov,conc
angelfish,-,angelfish,626,3,0.6875,oov,oov,conc
muntjac,-,muntjac,409,1,1.0,oov,oov,conc
kinglet,-,kinglet,147,1,1.0,oov,oov,conc
dragonet,-,dragonet,349,1,1.0,oov,oov,conc
grouse,-,grouse,2561,4,0.21052631578947367,homonyms_only_different_pos,non-met,conc
grouper,-,grouper,857,2,0.18181818181818182,oov,oov,conc
marsupial,-,marsupial,1093,2,None,mon,oov,conc
paddlefish,-,paddlefish,239,1,1.0,oov,oov,conc
cuckoo,-,cuckoo,3794,3,0.5454545454545454,homonyms_only_different_pos,oov,conc
bustard,-,bustard,763,1,1.0,mon,oov,conc
felid,-,felid,124,1,1.0,oov,oov,conc
psittacosaurus,-,psittacosaurus,148,1,1.0,oov,oov,conc
lemur,-,lemur,2842,1,1.0,mon,oov,conc
sawfish,-,sawfish,512,1,1.0,oov,oov,conc
dogfish,-,dogfish,607,2,0.7333333333333333,mon,oov,conc
gull,-,gull,4337,4,0.2857142857142857,homonyms_also_same_pos,oov,conc
saury,-,saury,132,1,1.0,oov,oov,conc
coati,-,coati,175,1,1.0,oov,oov,conc
waxwing,-,waxwing,139,1,1.0,oov,oov,conc
shrike,-,shrike,1314,1,1.0,mon,oov,conc
cyprinid,-,cyprinid,879,2,None,oov,oov,conc
kestrel,-,kestrel,1598,2,0.9285714285714286,mon,oov,conc
pintail,-,pintail,335,1,1.0,oov,oov,conc
crake,-,crake,610,1,1.0,mon,oov,conc
